hour,zone,total_ridership
2024-02-25 19:00:00.000000 UTC,Outside,67494
2024-02-25 20:00:00.000000 UTC,Inside,17697
2024-02-25 20:00:00.000000 UTC,Outside,50825
2024-02-25 21:00:00.000000 UTC,Inside,14435
2024-02-25 21:00:00.000000 UTC,Outside,44211
2024-02-25 22:00:00.000000 UTC,Inside,11411
2024-02-25 22:00:00.000000 UTC,Outside,34598
2024-02-25 23:00:00.000000 UTC,Inside,7191
2024-02-25 23:00:00.000000 UTC,Outside,21403
2024-02-26 00:00:00.000000 UTC,Inside,3548
2024-02-26 00:00:00.000000 UTC,Outside,10573
2024-02-26 01:00:00.000000 UTC,Inside,1463
2024-02-26 01:00:00.000000 UTC,Outside,4458
2024-02-26 02:00:00.000000 UTC,Inside,740
2024-02-26 02:00:00.000000 UTC,Outside,3451
2024-02-26 03:00:00.000000 UTC,Inside,655
2024-02-26 03:00:00.000000 UTC,Outside,5022
2024-02-26 04:00:00.000000 UTC,Inside,1262
2024-02-26 04:00:00.000000 UTC,Outside,16116
2024-02-26 05:00:00.000000 UTC,Inside,6115
2024-02-26 05:00:00.000000 UTC,Outside,57166
2024-02-26 06:00:00.000000 UTC,Inside,17861
2024-02-26 06:00:00.000000 UTC,Outside,132175
2024-02-26 07:00:00.000000 UTC,Inside,39888
2024-02-26 07:00:00.000000 UTC,Outside,265677
2024-02-26 08:00:00.000000 UTC,Inside,56449
2024-02-26 08:00:00.000000 UTC,Outside,291914
2024-02-26 09:00:00.000000 UTC,Inside,37261
2024-02-26 09:00:00.000000 UTC,Outside,171922
2024-02-26 10:00:00.000000 UTC,Inside,25431
2024-02-26 10:00:00.000000 UTC,Outside,115796
2024-02-26 11:00:00.000000 UTC,Inside,23525
2024-02-26 11:00:00.000000 UTC,Outside,102473
2024-02-26 12:00:00.000000 UTC,Inside,26268
2024-02-26 12:00:00.000000 UTC,Outside,108886
2024-02-26 13:00:00.000000 UTC,Inside,29316
2024-02-26 13:00:00.000000 UTC,Outside,124558
2024-02-26 14:00:00.000000 UTC,Inside,37989
2024-02-26 14:00:00.000000 UTC,Outside,157573
2024-02-26 15:00:00.000000 UTC,Inside,52744
2024-02-26 15:00:00.000000 UTC,Outside,202433
2024-02-26 16:00:00.000000 UTC,Inside,65450
2024-02-26 16:00:00.000000 UTC,Outside,229747
2024-02-26 17:00:00.000000 UTC,Inside,89055
2024-02-26 17:00:00.000000 UTC,Outside,267049
2024-02-26 18:00:00.000000 UTC,Inside,68472
2024-02-26 18:00:00.000000 UTC,Outside,200482
2024-02-26 19:00:00.000000 UTC,Inside,37969
2024-02-26 19:00:00.000000 UTC,Outside,117213
2024-02-26 20:00:00.000000 UTC,Inside,25566
2024-02-26 20:00:00.000000 UTC,Outside,83688
2024-02-26 21:00:00.000000 UTC,Inside,19293
2024-02-26 21:00:00.000000 UTC,Outside,62099
2024-02-26 22:00:00.000000 UTC,Inside,14957
2024-02-26 22:00:00.000000 UTC,Outside,47199
2024-02-26 23:00:00.000000 UTC,Inside,8486
2024-02-26 23:00:00.000000 UTC,Outside,27289
2024-02-27 00:00:00.000000 UTC,Inside,5015
2024-02-27 00:00:00.000000 UTC,Outside,13480
2024-02-27 01:00:00.000000 UTC,Inside,1474
2024-02-27 01:00:00.000000 UTC,Outside,5027
2024-02-27 02:00:00.000000 UTC,Inside,865
2024-02-27 02:00:00.000000 UTC,Outside,3793
2024-02-27 03:00:00.000000 UTC,Inside,733
2024-02-27 03:00:00.000000 UTC,Outside,5295
2024-02-27 04:00:00.000000 UTC,Inside,1244
2024-02-27 04:00:00.000000 UTC,Outside,16548
2024-02-27 05:00:00.000000 UTC,Inside,6378
2024-02-27 05:00:00.000000 UTC,Outside,60450
2024-02-27 06:00:00.000000 UTC,Inside,18951
2024-02-27 06:00:00.000000 UTC,Outside,137940
2024-02-27 07:00:00.000000 UTC,Inside,43871
2024-02-27 07:00:00.000000 UTC,Outside,286006
2024-02-27 08:00:00.000000 UTC,Inside,71007
2024-02-27 08:00:00.000000 UTC,Outside,339887
2024-02-27 09:00:00.000000 UTC,Inside,46147
2024-02-27 09:00:00.000000 UTC,Outside,199686
2024-02-27 10:00:00.000000 UTC,Inside,27483
2024-02-27 10:00:00.000000 UTC,Outside,124660
2024-02-27 11:00:00.000000 UTC,Inside,25248
2024-02-27 11:00:00.000000 UTC,Outside,109144
2024-02-27 12:00:00.000000 UTC,Inside,27656
2024-02-27 12:00:00.000000 UTC,Outside,114764
2024-02-27 13:00:00.000000 UTC,Inside,31425
2024-02-27 13:00:00.000000 UTC,Outside,131818
2024-02-27 14:00:00.000000 UTC,Inside,40305
2024-02-27 14:00:00.000000 UTC,Outside,166298
2024-02-27 15:00:00.000000 UTC,Inside,56623
2024-02-27 15:00:00.000000 UTC,Outside,212778
2024-02-27 16:00:00.000000 UTC,Inside,73459
2024-02-27 16:00:00.000000 UTC,Outside,246187
2024-02-27 17:00:00.000000 UTC,Inside,111298
2024-02-27 17:00:00.000000 UTC,Outside,306365
2024-02-27 18:00:00.000000 UTC,Inside,82472
2024-02-27 18:00:00.000000 UTC,Outside,223925
2024-02-27 19:00:00.000000 UTC,Inside,44741
2024-02-27 19:00:00.000000 UTC,Outside,125544
2024-02-27 20:00:00.000000 UTC,Inside,29571
2024-02-27 20:00:00.000000 UTC,Outside,86595
2024-02-27 21:00:00.000000 UTC,Inside,25544
2024-02-27 21:00:00.000000 UTC,Outside,69061
2024-02-27 22:00:00.000000 UTC,Inside,18119
2024-02-27 22:00:00.000000 UTC,Outside,49331
2024-02-27 23:00:00.000000 UTC,Inside,9500
2024-02-27 23:00:00.000000 UTC,Outside,29127
2024-02-28 00:00:00.000000 UTC,Inside,5428
2024-02-28 00:00:00.000000 UTC,Outside,14095
2024-02-28 01:00:00.000000 UTC,Inside,1794
2024-02-28 01:00:00.000000 UTC,Outside,5247
2024-02-28 02:00:00.000000 UTC,Inside,889
2024-02-28 02:00:00.000000 UTC,Outside,3764
2024-02-28 03:00:00.000000 UTC,Inside,725
2024-02-28 03:00:00.000000 UTC,Outside,5113
2024-02-28 04:00:00.000000 UTC,Inside,1301
2024-02-28 04:00:00.000000 UTC,Outside,16366
2024-02-28 05:00:00.000000 UTC,Inside,6181
2024-02-28 05:00:00.000000 UTC,Outside,59138
2024-02-28 06:00:00.000000 UTC,Inside,18724
2024-02-28 06:00:00.000000 UTC,Outside,132851
2024-02-28 07:00:00.000000 UTC,Inside,43151
2024-02-28 07:00:00.000000 UTC,Outside,277962
2024-02-28 08:00:00.000000 UTC,Inside,69155
2024-02-28 08:00:00.000000 UTC,Outside,337287
2024-02-28 09:00:00.000000 UTC,Inside,46682
2024-02-28 09:00:00.000000 UTC,Outside,199388
2024-02-28 10:00:00.000000 UTC,Inside,27620
2024-02-28 10:00:00.000000 UTC,Outside,125495
2024-02-28 11:00:00.000000 UTC,Inside,25679
2024-02-28 11:00:00.000000 UTC,Outside,110559
2024-02-28 12:00:00.000000 UTC,Inside,28625
2024-02-28 12:00:00.000000 UTC,Outside,116474
2024-02-28 13:00:00.000000 UTC,Inside,33096
2024-02-28 13:00:00.000000 UTC,Outside,135041
2024-02-28 14:00:00.000000 UTC,Inside,42692
2024-02-28 14:00:00.000000 UTC,Outside,167392
2024-02-28 15:00:00.000000 UTC,Inside,56301
2024-02-28 15:00:00.000000 UTC,Outside,208706
2024-02-28 16:00:00.000000 UTC,Inside,75207
2024-02-28 16:00:00.000000 UTC,Outside,238494
2024-02-28 17:00:00.000000 UTC,Inside,106823
2024-02-28 17:00:00.000000 UTC,Outside,293503
2024-02-28 18:00:00.000000 UTC,Inside,77623
2024-02-28 18:00:00.000000 UTC,Outside,215616
2024-02-28 19:00:00.000000 UTC,Inside,43789
2024-02-28 19:00:00.000000 UTC,Outside,127797
2024-02-28 20:00:00.000000 UTC,Inside,30626
2024-02-28 20:00:00.000000 UTC,Outside,93877
2024-02-28 21:00:00.000000 UTC,Inside,26720
2024-02-28 21:00:00.000000 UTC,Outside,74067
2024-02-28 22:00:00.000000 UTC,Inside,20318
2024-02-28 22:00:00.000000 UTC,Outside,54388
2024-02-28 23:00:00.000000 UTC,Inside,10660
2024-02-28 23:00:00.000000 UTC,Outside,31214
2024-02-29 00:00:00.000000 UTC,Inside,5804
2024-02-29 00:00:00.000000 UTC,Outside,15083
2024-02-29 01:00:00.000000 UTC,Inside,1917
2024-02-29 01:00:00.000000 UTC,Outside,5639
2024-02-29 02:00:00.000000 UTC,Inside,994
2024-02-29 02:00:00.000000 UTC,Outside,3879
2024-02-29 03:00:00.000000 UTC,Inside,736
2024-02-29 03:00:00.000000 UTC,Outside,5357
2024-02-29 04:00:00.000000 UTC,Inside,1417
2024-02-29 04:00:00.000000 UTC,Outside,16825
2024-02-29 05:00:00.000000 UTC,Inside,6327
2024-02-29 05:00:00.000000 UTC,Outside,58849
2024-02-29 06:00:00.000000 UTC,Inside,19049
2024-02-29 06:00:00.000000 UTC,Outside,136387
2024-02-29 07:00:00.000000 UTC,Inside,42268
2024-02-29 07:00:00.000000 UTC,Outside,281301
2024-02-29 08:00:00.000000 UTC,Inside,66960
2024-02-29 08:00:00.000000 UTC,Outside,326842
2024-02-29 09:00:00.000000 UTC,Inside,46321
2024-02-29 09:00:00.000000 UTC,Outside,200806
2024-02-29 10:00:00.000000 UTC,Inside,28836
2024-02-29 10:00:00.000000 UTC,Outside,128773
2024-02-29 11:00:00.000000 UTC,Inside,27615
2024-02-29 11:00:00.000000 UTC,Outside,114114
2024-02-29 12:00:00.000000 UTC,Inside,29940
2024-02-29 12:00:00.000000 UTC,Outside,120040
2024-02-29 13:00:00.000000 UTC,Inside,33683
2024-02-29 13:00:00.000000 UTC,Outside,136067
2024-02-29 14:00:00.000000 UTC,Inside,42526
2024-02-29 14:00:00.000000 UTC,Outside,170370
2024-02-29 15:00:00.000000 UTC,Inside,58597
2024-02-29 15:00:00.000000 UTC,Outside,217920
2024-02-29 16:00:00.000000 UTC,Inside,73903
2024-02-29 16:00:00.000000 UTC,Outside,245237
2024-02-29 17:00:00.000000 UTC,Inside,104720
2024-02-29 17:00:00.000000 UTC,Outside,296334
2024-02-29 18:00:00.000000 UTC,Inside,83152
2024-02-29 18:00:00.000000 UTC,Outside,232546
2024-02-29 19:00:00.000000 UTC,Inside,48576
2024-02-29 19:00:00.000000 UTC,Outside,142257
2024-02-29 20:00:00.000000 UTC,Inside,34324
2024-02-29 20:00:00.000000 UTC,Outside,101576
2024-02-29 21:00:00.000000 UTC,Inside,32258
2024-02-29 21:00:00.000000 UTC,Outside,78316
2024-02-29 22:00:00.000000 UTC,Inside,27307
2024-02-29 22:00:00.000000 UTC,Outside,63956
2024-02-29 23:00:00.000000 UTC,Inside,13322
2024-02-29 23:00:00.000000 UTC,Outside,37098
2025-01-01 00:00:00.000000 UTC,Inside,22440
2025-01-01 00:00:00.000000 UTC,Outside,51043
2025-01-01 01:00:00.000000 UTC,Inside,20750
2025-01-01 01:00:00.000000 UTC,Outside,50400
2025-01-01 02:00:00.000000 UTC,Inside,12039
2025-01-01 02:00:00.000000 UTC,Outside,29065
2025-01-01 03:00:00.000000 UTC,Inside,5507
2025-01-01 03:00:00.000000 UTC,Outside,14441
2025-01-01 04:00:00.000000 UTC,Inside,3012
2025-01-01 04:00:00.000000 UTC,Outside,11308
2025-01-01 05:00:00.000000 UTC,Inside,2093
2025-01-01 05:00:00.000000 UTC,Outside,15166
2025-01-01 06:00:00.000000 UTC,Inside,3223
2025-01-01 06:00:00.000000 UTC,Outside,25533
2025-01-01 07:00:00.000000 UTC,Inside,4923
2025-01-01 07:00:00.000000 UTC,Outside,36303
2025-01-01 08:00:00.000000 UTC,Inside,5998
2025-01-01 08:00:00.000000 UTC,Outside,41888
2025-01-01 09:00:00.000000 UTC,Inside,8549
2025-01-01 09:00:00.000000 UTC,Outside,46540
2025-01-01 10:00:00.000000 UTC,Inside,12803
2025-01-01 10:00:00.000000 UTC,Outside,57129
2025-01-01 11:00:00.000000 UTC,Inside,17957
2025-01-01 11:00:00.000000 UTC,Outside,70407
2025-01-01 12:00:00.000000 UTC,Inside,22416
2025-01-01 12:00:00.000000 UTC,Outside,83989
2025-01-01 13:00:00.000000 UTC,Inside,26808
2025-01-01 13:00:00.000000 UTC,Outside,99065
2025-01-01 14:00:00.000000 UTC,Inside,30982
2025-01-01 14:00:00.000000 UTC,Outside,109429
2025-01-01 15:00:00.000000 UTC,Inside,34912
2025-01-01 15:00:00.000000 UTC,Outside,114644
2025-01-01 16:00:00.000000 UTC,Inside,35140
2025-01-01 16:00:00.000000 UTC,Outside,108242
2025-01-01 17:00:00.000000 UTC,Inside,35968
2025-01-01 17:00:00.000000 UTC,Outside,104618
2025-01-01 18:00:00.000000 UTC,Inside,32138
2025-01-01 18:00:00.000000 UTC,Outside,88361
2025-01-01 19:00:00.000000 UTC,Inside,25187
2025-01-01 19:00:00.000000 UTC,Outside,66435
2025-01-01 20:00:00.000000 UTC,Inside,20259
2025-01-01 20:00:00.000000 UTC,Outside,54794
2025-01-01 21:00:00.000000 UTC,Inside,19721
2025-01-01 21:00:00.000000 UTC,Outside,46594
2025-01-01 22:00:00.000000 UTC,Inside,16537
2025-01-01 22:00:00.000000 UTC,Outside,38627
2025-01-01 23:00:00.000000 UTC,Inside,9001
2025-01-01 23:00:00.000000 UTC,Outside,24029
2025-01-02 00:00:00.000000 UTC,Inside,4916
2025-01-02 00:00:00.000000 UTC,Outside,12172
2025-01-02 01:00:00.000000 UTC,Inside,1831
2025-01-02 01:00:00.000000 UTC,Outside,5322
2025-01-02 02:00:00.000000 UTC,Inside,989
2025-01-02 02:00:00.000000 UTC,Outside,3925
2025-01-02 03:00:00.000000 UTC,Inside,739
2025-01-02 03:00:00.000000 UTC,Outside,5342
2025-01-02 04:00:00.000000 UTC,Inside,1181
2025-01-02 04:00:00.000000 UTC,Outside,15842
2025-01-02 05:00:00.000000 UTC,Inside,5678
2025-01-02 05:00:00.000000 UTC,Outside,53483
2025-01-02 06:00:00.000000 UTC,Inside,15999
2025-01-02 06:00:00.000000 UTC,Outside,114379
2025-01-02 07:00:00.000000 UTC,Inside,30276
2025-01-02 07:00:00.000000 UTC,Outside,213933
2025-01-02 08:00:00.000000 UTC,Inside,41769
2025-01-02 08:00:00.000000 UTC,Outside,230896
2025-01-02 09:00:00.000000 UTC,Inside,30895
2025-01-02 09:00:00.000000 UTC,Outside,150147
2025-01-02 10:00:00.000000 UTC,Inside,27064
2025-01-02 10:00:00.000000 UTC,Outside,118715
2025-01-02 11:00:00.000000 UTC,Inside,29352
2025-01-02 11:00:00.000000 UTC,Outside,116550
2025-01-02 12:00:00.000000 UTC,Inside,32863
2025-01-02 12:00:00.000000 UTC,Outside,124455
2025-01-02 13:00:00.000000 UTC,Inside,37273
2025-01-02 13:00:00.000000 UTC,Outside,142272
2025-01-02 14:00:00.000000 UTC,Inside,47854
2025-01-02 14:00:00.000000 UTC,Outside,178904
2025-01-02 15:00:00.000000 UTC,Inside,62005
2025-01-02 15:00:00.000000 UTC,Outside,218200
2025-01-02 16:00:00.000000 UTC,Inside,73550
2025-01-02 16:00:00.000000 UTC,Outside,235217
2025-01-02 17:00:00.000000 UTC,Inside,88262
2025-01-02 17:00:00.000000 UTC,Outside,253284
2025-01-02 18:00:00.000000 UTC,Inside,62091
2025-01-02 18:00:00.000000 UTC,Outside,175791
2025-01-02 19:00:00.000000 UTC,Inside,39451
2025-01-02 19:00:00.000000 UTC,Outside,110626
2025-01-02 20:00:00.000000 UTC,Inside,28844
2025-01-02 20:00:00.000000 UTC,Outside,81934
2025-01-02 21:00:00.000000 UTC,Inside,26592
2025-01-02 21:00:00.000000 UTC,Outside,68355
2025-01-02 22:00:00.000000 UTC,Inside,22712
2025-01-02 22:00:00.000000 UTC,Outside,52338
2025-01-02 23:00:00.000000 UTC,Inside,12167
2025-01-02 23:00:00.000000 UTC,Outside,32395
2025-01-03 00:00:00.000000 UTC,Inside,7269
2025-01-03 00:00:00.000000 UTC,Outside,16989
2025-01-03 01:00:00.000000 UTC,Inside,2522
2025-01-03 01:00:00.000000 UTC,Outside,7092
2025-01-03 02:00:00.000000 UTC,Inside,1288
2025-01-03 02:00:00.000000 UTC,Outside,4670
2025-01-03 03:00:00.000000 UTC,Inside,855
2025-01-03 03:00:00.000000 UTC,Outside,5743
2025-01-03 04:00:00.000000 UTC,Inside,1300
2025-01-03 04:00:00.000000 UTC,Outside,16277
2025-01-03 05:00:00.000000 UTC,Inside,5713
2025-01-03 05:00:00.000000 UTC,Outside,53575
2025-01-03 06:00:00.000000 UTC,Inside,15066
2025-01-03 06:00:00.000000 UTC,Outside,112538
2025-01-03 07:00:00.000000 UTC,Inside,26963
2025-01-03 07:00:00.000000 UTC,Outside,204511
2025-01-03 08:00:00.000000 UTC,Inside,35426
2025-01-03 08:00:00.000000 UTC,Outside,212547
2025-01-03 09:00:00.000000 UTC,Inside,28270
2025-01-03 09:00:00.000000 UTC,Outside,143522
2025-01-03 10:00:00.000000 UTC,Inside,26894
2025-01-03 10:00:00.000000 UTC,Outside,119649
2025-01-03 11:00:00.000000 UTC,Inside,29845
2025-01-03 11:00:00.000000 UTC,Outside,119227
2025-01-03 12:00:00.000000 UTC,Inside,33673
2025-01-03 12:00:00.000000 UTC,Outside,130375
2025-01-03 13:00:00.000000 UTC,Inside,38294
2025-01-03 13:00:00.000000 UTC,Outside,151185
2025-01-03 14:00:00.000000 UTC,Inside,50271
2025-01-03 14:00:00.000000 UTC,Outside,189223
2025-01-03 15:00:00.000000 UTC,Inside,63230
2025-01-03 15:00:00.000000 UTC,Outside,227571
2025-01-03 16:00:00.000000 UTC,Inside,69501
2025-01-03 16:00:00.000000 UTC,Outside,234353
2025-01-03 17:00:00.000000 UTC,Inside,76007
2025-01-03 17:00:00.000000 UTC,Outside,235863
2025-01-03 18:00:00.000000 UTC,Inside,57600
2025-01-03 18:00:00.000000 UTC,Outside,176078
2025-01-03 19:00:00.000000 UTC,Inside,42074
2025-01-03 19:00:00.000000 UTC,Outside,124158
2025-01-03 20:00:00.000000 UTC,Inside,30443
2025-01-03 20:00:00.000000 UTC,Outside,89362
2025-01-03 21:00:00.000000 UTC,Inside,29011
2025-01-03 21:00:00.000000 UTC,Outside,75335
2025-01-03 22:00:00.000000 UTC,Inside,26145
2025-01-03 22:00:00.000000 UTC,Outside,64395
2025-01-03 23:00:00.000000 UTC,Inside,16477
2025-01-03 23:00:00.000000 UTC,Outside,41986
2025-01-04 00:00:00.000000 UTC,Inside,10045
2025-01-04 00:00:00.000000 UTC,Outside,24263
2025-01-04 01:00:00.000000 UTC,Inside,4369
2025-01-04 01:00:00.000000 UTC,Outside,10897
2025-01-04 02:00:00.000000 UTC,Inside,2198
2025-01-04 02:00:00.000000 UTC,Outside,6210
2025-01-04 03:00:00.000000 UTC,Inside,1368
2025-01-04 03:00:00.000000 UTC,Outside,5344
2025-01-04 04:00:00.000000 UTC,Inside,1287
2025-01-04 04:00:00.000000 UTC,Outside,9336
2025-01-04 05:00:00.000000 UTC,Inside,1920
2025-01-04 05:00:00.000000 UTC,Outside,20355
2025-01-04 06:00:00.000000 UTC,Inside,4279
2025-01-04 06:00:00.000000 UTC,Outside,38376
2025-01-04 07:00:00.000000 UTC,Inside,6986
2025-01-04 07:00:00.000000 UTC,Outside,57120
2025-01-04 08:00:00.000000 UTC,Inside,10542
2025-01-04 08:00:00.000000 UTC,Outside,72740
2025-01-04 09:00:00.000000 UTC,Inside,16179
2025-01-04 09:00:00.000000 UTC,Outside,83878
2025-01-04 10:00:00.000000 UTC,Inside,22352
2025-01-04 10:00:00.000000 UTC,Outside,96651
2025-01-04 11:00:00.000000 UTC,Inside,27553
2025-01-04 11:00:00.000000 UTC,Outside,108167
2025-01-04 12:00:00.000000 UTC,Inside,31976
2025-01-04 12:00:00.000000 UTC,Outside,122827
2025-01-04 13:00:00.000000 UTC,Inside,35976
2025-01-04 13:00:00.000000 UTC,Outside,135226
2025-01-04 14:00:00.000000 UTC,Inside,39690
2025-01-04 14:00:00.000000 UTC,Outside,144300
2025-01-04 15:00:00.000000 UTC,Inside,45070
2025-01-04 15:00:00.000000 UTC,Outside,149887
2025-01-04 16:00:00.000000 UTC,Inside,49224
2025-01-04 16:00:00.000000 UTC,Outside,147906
2025-01-04 17:00:00.000000 UTC,Inside,45828
2025-01-04 17:00:00.000000 UTC,Outside,140410
2025-01-04 18:00:00.000000 UTC,Inside,39346
2025-01-04 18:00:00.000000 UTC,Outside,120114
2025-01-04 19:00:00.000000 UTC,Inside,33322
2025-01-04 19:00:00.000000 UTC,Outside,97311
2025-01-04 20:00:00.000000 UTC,Inside,31360
2025-01-04 20:00:00.000000 UTC,Outside,73963
2025-01-04 21:00:00.000000 UTC,Inside,23945
2025-01-04 21:00:00.000000 UTC,Outside,62202
2025-01-04 22:00:00.000000 UTC,Inside,23839
2025-01-04 22:00:00.000000 UTC,Outside,55080
2025-01-04 23:00:00.000000 UTC,Inside,15738
2025-01-04 23:00:00.000000 UTC,Outside,39881
2025-01-05 00:00:00.000000 UTC,Inside,8422
2025-01-05 00:00:00.000000 UTC,Outside,21725
2025-01-05 01:00:00.000000 UTC,Inside,4211
2025-01-05 01:00:00.000000 UTC,Outside,10476
2025-01-05 02:00:00.000000 UTC,Inside,2289
2025-01-05 02:00:00.000000 UTC,Outside,6317
2025-01-05 03:00:00.000000 UTC,Inside,1352
2025-01-05 03:00:00.000000 UTC,Outside,5060
2025-01-05 04:00:00.000000 UTC,Inside,1169
2025-01-05 04:00:00.000000 UTC,Outside,7726
2025-01-05 05:00:00.000000 UTC,Inside,1418
2025-01-05 05:00:00.000000 UTC,Outside,15038
2025-01-05 06:00:00.000000 UTC,Inside,3282
2025-01-05 06:00:00.000000 UTC,Outside,27909
2025-01-05 07:00:00.000000 UTC,Inside,5377
2025-01-05 07:00:00.000000 UTC,Outside,40404
2025-01-05 08:00:00.000000 UTC,Inside,8154
2025-01-05 08:00:00.000000 UTC,Outside,53623
2025-01-05 09:00:00.000000 UTC,Inside,12519
2025-01-05 09:00:00.000000 UTC,Outside,67939
2025-01-05 10:00:00.000000 UTC,Inside,17583
2025-01-05 10:00:00.000000 UTC,Outside,81757
2025-01-05 11:00:00.000000 UTC,Inside,21871
2025-01-05 11:00:00.000000 UTC,Outside,91214
2025-01-05 12:00:00.000000 UTC,Inside,26378
2025-01-05 12:00:00.000000 UTC,Outside,103472
2025-01-05 13:00:00.000000 UTC,Inside,29635
2025-01-05 13:00:00.000000 UTC,Outside,114022
2025-01-05 14:00:00.000000 UTC,Inside,31635
2025-01-05 14:00:00.000000 UTC,Outside,120080
2025-01-05 15:00:00.000000 UTC,Inside,34723
2025-01-05 15:00:00.000000 UTC,Outside,120676
2025-01-05 16:00:00.000000 UTC,Inside,36632
2025-01-05 16:00:00.000000 UTC,Outside,117707
2025-01-05 17:00:00.000000 UTC,Inside,35895
2025-01-05 17:00:00.000000 UTC,Outside,107937
2025-01-05 18:00:00.000000 UTC,Inside,31088
2025-01-05 18:00:00.000000 UTC,Outside,89717
2025-01-05 19:00:00.000000 UTC,Inside,24029
2025-01-05 19:00:00.000000 UTC,Outside,68644
2025-01-05 20:00:00.000000 UTC,Inside,19089
2025-01-05 20:00:00.000000 UTC,Outside,53387
2025-01-05 21:00:00.000000 UTC,Inside,16075
2025-01-05 21:00:00.000000 UTC,Outside,43827
2025-01-05 22:00:00.000000 UTC,Inside,12875
2025-01-05 22:00:00.000000 UTC,Outside,34920
2025-01-05 23:00:00.000000 UTC,Inside,7957
2025-01-05 23:00:00.000000 UTC,Outside,22503
2025-01-06 00:00:00.000000 UTC,Inside,3894
2025-01-06 00:00:00.000000 UTC,Outside,11014
2025-01-06 01:00:00.000000 UTC,Inside,1493
2025-01-06 01:00:00.000000 UTC,Outside,4828
2025-01-06 02:00:00.000000 UTC,Inside,818
2025-01-06 02:00:00.000000 UTC,Outside,3629
2025-01-06 03:00:00.000000 UTC,Inside,685
2025-01-06 03:00:00.000000 UTC,Outside,5315
2025-01-06 04:00:00.000000 UTC,Inside,1240
2025-01-06 04:00:00.000000 UTC,Outside,17003
2025-01-06 05:00:00.000000 UTC,Inside,6361
2025-01-06 05:00:00.000000 UTC,Outside,58356
2025-01-06 06:00:00.000000 UTC,Inside,18857
2025-01-06 06:00:00.000000 UTC,Outside,131541
2025-01-06 07:00:00.000000 UTC,Inside,40518
2025-01-06 07:00:00.000000 UTC,Outside,266836
2025-01-06 08:00:00.000000 UTC,Inside,58519
2025-01-06 08:00:00.000000 UTC,Outside,300592
2025-01-06 09:00:00.000000 UTC,Inside,35791
2025-01-06 09:00:00.000000 UTC,Outside,171573
2025-01-06 10:00:00.000000 UTC,Inside,23789
2025-01-06 10:00:00.000000 UTC,Outside,112409
2025-01-06 11:00:00.000000 UTC,Inside,23888
2025-01-06 11:00:00.000000 UTC,Outside,103448
2025-01-06 12:00:00.000000 UTC,Inside,26018
2025-01-06 12:00:00.000000 UTC,Outside,108508
2025-01-06 13:00:00.000000 UTC,Inside,29922
2025-01-06 13:00:00.000000 UTC,Outside,124428
2025-01-06 14:00:00.000000 UTC,Inside,38983
2025-01-06 14:00:00.000000 UTC,Outside,159426
2025-01-06 15:00:00.000000 UTC,Inside,54170
2025-01-06 15:00:00.000000 UTC,Outside,208167
2025-01-06 16:00:00.000000 UTC,Inside,67310
2025-01-06 16:00:00.000000 UTC,Outside,232204
2025-01-06 17:00:00.000000 UTC,Inside,93795
2025-01-06 17:00:00.000000 UTC,Outside,273762
2025-01-06 18:00:00.000000 UTC,Inside,67221
2025-01-06 18:00:00.000000 UTC,Outside,189532
2025-01-06 19:00:00.000000 UTC,Inside,36217
2025-01-06 19:00:00.000000 UTC,Outside,109009
2025-01-06 20:00:00.000000 UTC,Inside,23723
2025-01-06 20:00:00.000000 UTC,Outside,74345
2025-01-06 21:00:00.000000 UTC,Inside,20389
2025-01-06 21:00:00.000000 UTC,Outside,57904
2025-01-06 22:00:00.000000 UTC,Inside,17566
2025-01-06 22:00:00.000000 UTC,Outside,44126
2025-01-06 23:00:00.000000 UTC,Inside,8288
2025-01-06 23:00:00.000000 UTC,Outside,25774
2025-01-07 00:00:00.000000 UTC,Inside,5084
2025-01-07 00:00:00.000000 UTC,Outside,13192
2025-01-07 01:00:00.000000 UTC,Inside,1522
2025-01-07 01:00:00.000000 UTC,Outside,5255
2025-01-07 02:00:00.000000 UTC,Inside,871
2025-01-07 02:00:00.000000 UTC,Outside,3711
2025-01-07 03:00:00.000000 UTC,Inside,736
2025-01-07 03:00:00.000000 UTC,Outside,5349
2025-01-07 04:00:00.000000 UTC,Inside,1294
2025-01-07 04:00:00.000000 UTC,Outside,17167
2025-01-07 05:00:00.000000 UTC,Inside,6505
2025-01-07 05:00:00.000000 UTC,Outside,59224
2025-01-07 06:00:00.000000 UTC,Inside,19717
2025-01-07 06:00:00.000000 UTC,Outside,135361
2025-01-07 07:00:00.000000 UTC,Inside,45082
2025-01-07 07:00:00.000000 UTC,Outside,283303
2025-01-07 08:00:00.000000 UTC,Inside,72320
2025-01-07 08:00:00.000000 UTC,Outside,342543
2025-01-07 09:00:00.000000 UTC,Inside,45956
2025-01-07 09:00:00.000000 UTC,Outside,196907
2025-01-07 10:00:00.000000 UTC,Inside,26207
2025-01-07 10:00:00.000000 UTC,Outside,118555
2025-01-07 11:00:00.000000 UTC,Inside,25393
2025-01-07 11:00:00.000000 UTC,Outside,105719
2025-01-07 12:00:00.000000 UTC,Inside,26983
2025-01-07 12:00:00.000000 UTC,Outside,110863
2025-01-07 13:00:00.000000 UTC,Inside,30573
2025-01-07 13:00:00.000000 UTC,Outside,128407
2025-01-07 14:00:00.000000 UTC,Inside,41373
