hour,zone,total_ridership
2024-01-11 17:00:00.000000 UTC,Outside,290924
2024-01-11 18:00:00.000000 UTC,Inside,76821
2024-01-11 18:00:00.000000 UTC,Outside,212210
2024-01-11 19:00:00.000000 UTC,Inside,44211
2024-01-11 19:00:00.000000 UTC,Outside,129029
2024-01-11 20:00:00.000000 UTC,Inside,30589
2024-01-11 20:00:00.000000 UTC,Outside,91792
2024-01-11 21:00:00.000000 UTC,Inside,27496
2024-01-11 21:00:00.000000 UTC,Outside,71418
2024-01-11 22:00:00.000000 UTC,Inside,20796
2024-01-11 22:00:00.000000 UTC,Outside,55762
2024-01-11 23:00:00.000000 UTC,Inside,12487
2024-01-11 23:00:00.000000 UTC,Outside,34546
2024-01-12 00:00:00.000000 UTC,Inside,6834
2024-01-12 00:00:00.000000 UTC,Outside,17781
2024-01-12 01:00:00.000000 UTC,Inside,2326
2024-01-12 01:00:00.000000 UTC,Outside,7048
2024-01-12 02:00:00.000000 UTC,Inside,1229
2024-01-12 02:00:00.000000 UTC,Outside,4398
2024-01-12 03:00:00.000000 UTC,Inside,855
2024-01-12 03:00:00.000000 UTC,Outside,5530
2024-01-12 04:00:00.000000 UTC,Inside,1271
2024-01-12 04:00:00.000000 UTC,Outside,15911
2024-01-12 05:00:00.000000 UTC,Inside,5899
2024-01-12 05:00:00.000000 UTC,Outside,55238
2024-01-12 06:00:00.000000 UTC,Inside,15628
2024-01-12 06:00:00.000000 UTC,Outside,118981
2024-01-12 07:00:00.000000 UTC,Inside,31457
2024-01-12 07:00:00.000000 UTC,Outside,231063
2024-01-12 08:00:00.000000 UTC,Inside,39601
2024-01-12 08:00:00.000000 UTC,Outside,235750
2024-01-12 09:00:00.000000 UTC,Inside,28044
2024-01-12 09:00:00.000000 UTC,Outside,146483
2024-01-12 10:00:00.000000 UTC,Inside,22896
2024-01-12 10:00:00.000000 UTC,Outside,110584
2024-01-12 11:00:00.000000 UTC,Inside,23834
2024-01-12 11:00:00.000000 UTC,Outside,104559
2024-01-12 12:00:00.000000 UTC,Inside,27651
2024-01-12 12:00:00.000000 UTC,Outside,116015
2024-01-12 13:00:00.000000 UTC,Inside,33089
2024-01-12 13:00:00.000000 UTC,Outside,136215
2024-01-12 14:00:00.000000 UTC,Inside,43709
2024-01-12 14:00:00.000000 UTC,Outside,175602
2024-01-12 15:00:00.000000 UTC,Inside,56660
2024-01-12 15:00:00.000000 UTC,Outside,214147
2024-01-12 16:00:00.000000 UTC,Inside,65348
2024-01-12 16:00:00.000000 UTC,Outside,224108
2024-01-12 17:00:00.000000 UTC,Inside,73170
2024-01-12 17:00:00.000000 UTC,Outside,234115
2024-01-12 18:00:00.000000 UTC,Inside,56860
2024-01-12 18:00:00.000000 UTC,Outside,180592
2024-01-12 19:00:00.000000 UTC,Inside,40275
2024-01-12 19:00:00.000000 UTC,Outside,125558
2024-01-12 20:00:00.000000 UTC,Inside,29669
2024-01-12 20:00:00.000000 UTC,Outside,91307
2024-01-12 21:00:00.000000 UTC,Inside,26248
2024-01-12 21:00:00.000000 UTC,Outside,73374
2024-01-12 22:00:00.000000 UTC,Inside,26718
2024-01-12 22:00:00.000000 UTC,Outside,64916
2024-01-12 23:00:00.000000 UTC,Inside,16503
2024-01-12 23:00:00.000000 UTC,Outside,44258
2024-01-13 00:00:00.000000 UTC,Inside,10130
2024-01-13 00:00:00.000000 UTC,Outside,23919
2024-01-13 01:00:00.000000 UTC,Inside,4375
2024-01-13 01:00:00.000000 UTC,Outside,10443
2024-01-13 02:00:00.000000 UTC,Inside,2114
2024-01-13 02:00:00.000000 UTC,Outside,5909
2024-01-13 03:00:00.000000 UTC,Inside,1300
2024-01-13 03:00:00.000000 UTC,Outside,4929
2024-01-13 04:00:00.000000 UTC,Inside,1162
2024-01-13 04:00:00.000000 UTC,Outside,8787
2024-01-13 05:00:00.000000 UTC,Inside,1813
2024-01-13 05:00:00.000000 UTC,Outside,19072
2024-01-13 06:00:00.000000 UTC,Inside,3979
2024-01-13 06:00:00.000000 UTC,Outside,36215
2024-01-13 07:00:00.000000 UTC,Inside,6618
2024-01-13 07:00:00.000000 UTC,Outside,53674
2024-01-13 08:00:00.000000 UTC,Inside,9729
2024-01-13 08:00:00.000000 UTC,Outside,67404
2024-01-13 09:00:00.000000 UTC,Inside,13846
2024-01-13 09:00:00.000000 UTC,Outside,77050
2024-01-13 10:00:00.000000 UTC,Inside,18160
2024-01-13 10:00:00.000000 UTC,Outside,87270
2024-01-13 11:00:00.000000 UTC,Inside,23550
2024-01-13 11:00:00.000000 UTC,Outside,100266
2024-01-13 12:00:00.000000 UTC,Inside,30076
2024-01-13 12:00:00.000000 UTC,Outside,118751
2024-01-13 13:00:00.000000 UTC,Inside,31481
2024-01-13 13:00:00.000000 UTC,Outside,121650
2024-01-13 14:00:00.000000 UTC,Inside,34676
2024-01-13 14:00:00.000000 UTC,Outside,128390
2024-01-13 15:00:00.000000 UTC,Inside,39059
2024-01-13 15:00:00.000000 UTC,Outside,134603
2024-01-13 16:00:00.000000 UTC,Inside,43161
2024-01-13 16:00:00.000000 UTC,Outside,138475
2024-01-13 17:00:00.000000 UTC,Inside,42568
2024-01-13 17:00:00.000000 UTC,Outside,134068
2024-01-13 18:00:00.000000 UTC,Inside,37793
2024-01-13 18:00:00.000000 UTC,Outside,115265
2024-01-13 19:00:00.000000 UTC,Inside,32299
2024-01-13 19:00:00.000000 UTC,Outside,95396
2024-01-13 20:00:00.000000 UTC,Inside,24886
2024-01-13 20:00:00.000000 UTC,Outside,71462
2024-01-13 21:00:00.000000 UTC,Inside,21718
2024-01-13 21:00:00.000000 UTC,Outside,61048
2024-01-13 22:00:00.000000 UTC,Inside,21901
2024-01-13 22:00:00.000000 UTC,Outside,55828
2024-01-13 23:00:00.000000 UTC,Inside,16501
2024-01-13 23:00:00.000000 UTC,Outside,41977
2024-01-14 00:00:00.000000 UTC,Inside,9433
2024-01-14 00:00:00.000000 UTC,Outside,23905
2024-01-14 01:00:00.000000 UTC,Inside,4870
2024-01-14 01:00:00.000000 UTC,Outside,11723
2024-01-14 02:00:00.000000 UTC,Inside,2850
2024-01-14 02:00:00.000000 UTC,Outside,7466
2024-01-14 03:00:00.000000 UTC,Inside,1551
2024-01-14 03:00:00.000000 UTC,Outside,5378
2024-01-14 04:00:00.000000 UTC,Inside,1332
2024-01-14 04:00:00.000000 UTC,Outside,7489
2024-01-14 05:00:00.000000 UTC,Inside,1324
2024-01-14 05:00:00.000000 UTC,Outside,13821
2024-01-14 06:00:00.000000 UTC,Inside,2845
2024-01-14 06:00:00.000000 UTC,Outside,25414
2024-01-14 07:00:00.000000 UTC,Inside,4770
2024-01-14 07:00:00.000000 UTC,Outside,37712
2024-01-14 08:00:00.000000 UTC,Inside,7245
2024-01-14 08:00:00.000000 UTC,Outside,49516
2024-01-14 09:00:00.000000 UTC,Inside,11269
2024-01-14 09:00:00.000000 UTC,Outside,63308
2024-01-14 10:00:00.000000 UTC,Inside,15472
2024-01-14 10:00:00.000000 UTC,Outside,77534
2024-01-14 11:00:00.000000 UTC,Inside,20331
2024-01-14 11:00:00.000000 UTC,Outside,88044
2024-01-14 12:00:00.000000 UTC,Inside,25108
2024-01-14 12:00:00.000000 UTC,Outside,101799
2024-01-14 13:00:00.000000 UTC,Inside,28358
2024-01-14 13:00:00.000000 UTC,Outside,109326
2024-01-14 14:00:00.000000 UTC,Inside,29777
2024-01-14 14:00:00.000000 UTC,Outside,108146
2024-01-14 15:00:00.000000 UTC,Inside,33659
2024-01-14 15:00:00.000000 UTC,Outside,112034
2024-01-14 16:00:00.000000 UTC,Inside,36965
2024-01-14 16:00:00.000000 UTC,Outside,110004
2024-01-14 17:00:00.000000 UTC,Inside,33959
2024-01-14 17:00:00.000000 UTC,Outside,104322
2024-01-14 18:00:00.000000 UTC,Inside,30022
2024-01-14 18:00:00.000000 UTC,Outside,89723
2024-01-14 19:00:00.000000 UTC,Inside,22674
2024-01-14 19:00:00.000000 UTC,Outside,67679
2024-01-14 20:00:00.000000 UTC,Inside,18378
2024-01-14 20:00:00.000000 UTC,Outside,51798
2024-01-14 21:00:00.000000 UTC,Inside,16688
2024-01-14 21:00:00.000000 UTC,Outside,44638
2024-01-14 22:00:00.000000 UTC,Inside,15289
2024-01-14 22:00:00.000000 UTC,Outside,37345
2024-01-14 23:00:00.000000 UTC,Inside,9778
2024-01-14 23:00:00.000000 UTC,Outside,26690
2024-01-15 00:00:00.000000 UTC,Inside,5146
2024-01-15 00:00:00.000000 UTC,Outside,13068
2024-01-15 01:00:00.000000 UTC,Inside,2003
2024-01-15 01:00:00.000000 UTC,Outside,5783
2024-01-15 02:00:00.000000 UTC,Inside,1172
2024-01-15 02:00:00.000000 UTC,Outside,3930
2024-01-15 03:00:00.000000 UTC,Inside,744
2024-01-15 03:00:00.000000 UTC,Outside,4453
2024-01-15 04:00:00.000000 UTC,Inside,1017
2024-01-15 04:00:00.000000 UTC,Outside,11641
2024-01-15 05:00:00.000000 UTC,Inside,3382
2024-01-15 05:00:00.000000 UTC,Outside,38288
2024-01-15 06:00:00.000000 UTC,Inside,7751
2024-01-15 06:00:00.000000 UTC,Outside,66093
2024-01-15 07:00:00.000000 UTC,Inside,10952
2024-01-15 07:00:00.000000 UTC,Outside,89175
2024-01-15 08:00:00.000000 UTC,Inside,15022
2024-01-15 08:00:00.000000 UTC,Outside,105749
2024-01-15 09:00:00.000000 UTC,Inside,16153
2024-01-15 09:00:00.000000 UTC,Outside,91805
2024-01-15 10:00:00.000000 UTC,Inside,17931
2024-01-15 10:00:00.000000 UTC,Outside,89101
2024-01-15 11:00:00.000000 UTC,Inside,21971
2024-01-15 11:00:00.000000 UTC,Outside,96963
2024-01-15 12:00:00.000000 UTC,Inside,26093
2024-01-15 12:00:00.000000 UTC,Outside,107548
2024-01-15 13:00:00.000000 UTC,Inside,29990
2024-01-15 13:00:00.000000 UTC,Outside,118865
2024-01-15 14:00:00.000000 UTC,Inside,33847
2024-01-15 14:00:00.000000 UTC,Outside,128720
2024-01-15 15:00:00.000000 UTC,Inside,39407
2024-01-15 15:00:00.000000 UTC,Outside,145613
2024-01-15 16:00:00.000000 UTC,Inside,40670
2024-01-15 16:00:00.000000 UTC,Outside,144733
2024-01-15 17:00:00.000000 UTC,Inside,43338
2024-01-15 17:00:00.000000 UTC,Outside,147221
2024-01-15 18:00:00.000000 UTC,Inside,35659
2024-01-15 18:00:00.000000 UTC,Outside,114165
2024-01-15 19:00:00.000000 UTC,Inside,25143
2024-01-15 19:00:00.000000 UTC,Outside,78355
2024-01-15 20:00:00.000000 UTC,Inside,18533
2024-01-15 20:00:00.000000 UTC,Outside,58824
2024-01-15 21:00:00.000000 UTC,Inside,15350
2024-01-15 21:00:00.000000 UTC,Outside,46472
2024-01-15 22:00:00.000000 UTC,Inside,15898
2024-01-15 22:00:00.000000 UTC,Outside,36398
2024-01-15 23:00:00.000000 UTC,Inside,7676
2024-01-15 23:00:00.000000 UTC,Outside,22545
2024-01-16 00:00:00.000000 UTC,Inside,3614
2024-01-16 00:00:00.000000 UTC,Outside,10602
2024-01-16 01:00:00.000000 UTC,Inside,1529
2024-01-16 01:00:00.000000 UTC,Outside,4845
2024-01-16 02:00:00.000000 UTC,Inside,842
2024-01-16 02:00:00.000000 UTC,Outside,3670
2024-01-16 03:00:00.000000 UTC,Inside,605
2024-01-16 03:00:00.000000 UTC,Outside,5119
2024-01-16 04:00:00.000000 UTC,Inside,1133
2024-01-16 04:00:00.000000 UTC,Outside,15397
2024-01-16 05:00:00.000000 UTC,Inside,5321
2024-01-16 05:00:00.000000 UTC,Outside,54681
2024-01-16 06:00:00.000000 UTC,Inside,16728
2024-01-16 06:00:00.000000 UTC,Outside,122391
2024-01-16 07:00:00.000000 UTC,Inside,36211
2024-01-16 07:00:00.000000 UTC,Outside,244150
2024-01-16 08:00:00.000000 UTC,Inside,59080
2024-01-16 08:00:00.000000 UTC,Outside,294176
2024-01-16 09:00:00.000000 UTC,Inside,37819
2024-01-16 09:00:00.000000 UTC,Outside,172855
2024-01-16 10:00:00.000000 UTC,Inside,22286
2024-01-16 10:00:00.000000 UTC,Outside,106418
2024-01-16 11:00:00.000000 UTC,Inside,21446
2024-01-16 11:00:00.000000 UTC,Outside,90504
2024-01-16 12:00:00.000000 UTC,Inside,23075
2024-01-16 12:00:00.000000 UTC,Outside,95642
2024-01-16 13:00:00.000000 UTC,Inside,25525
2024-01-16 13:00:00.000000 UTC,Outside,110901
2024-01-16 14:00:00.000000 UTC,Inside,34396
2024-01-16 14:00:00.000000 UTC,Outside,143046
2024-01-16 15:00:00.000000 UTC,Inside,47838
2024-01-16 15:00:00.000000 UTC,Outside,185938
2024-01-16 16:00:00.000000 UTC,Inside,61014
2024-01-16 16:00:00.000000 UTC,Outside,206754
2024-01-16 17:00:00.000000 UTC,Inside,88768
2024-01-16 17:00:00.000000 UTC,Outside,253634
2024-01-16 18:00:00.000000 UTC,Inside,67088
2024-01-16 18:00:00.000000 UTC,Outside,186305
2024-01-16 19:00:00.000000 UTC,Inside,36166
2024-01-16 19:00:00.000000 UTC,Outside,105760
2024-01-16 20:00:00.000000 UTC,Inside,23498
2024-01-16 20:00:00.000000 UTC,Outside,73588
2024-01-16 21:00:00.000000 UTC,Inside,23911
2024-01-16 21:00:00.000000 UTC,Outside,60990
2024-01-16 22:00:00.000000 UTC,Inside,15325
2024-01-16 22:00:00.000000 UTC,Outside,43571
2024-01-16 23:00:00.000000 UTC,Inside,8706
2024-01-16 23:00:00.000000 UTC,Outside,26479
2024-01-17 00:00:00.000000 UTC,Inside,5005
2024-01-17 00:00:00.000000 UTC,Outside,12857
2024-01-17 01:00:00.000000 UTC,Inside,1507
2024-01-17 01:00:00.000000 UTC,Outside,4833
2024-01-17 02:00:00.000000 UTC,Inside,816
2024-01-17 02:00:00.000000 UTC,Outside,3500
2024-01-17 03:00:00.000000 UTC,Inside,648
2024-01-17 03:00:00.000000 UTC,Outside,4939
2024-01-17 04:00:00.000000 UTC,Inside,1185
2024-01-17 04:00:00.000000 UTC,Outside,15549
2024-01-17 05:00:00.000000 UTC,Inside,5980
2024-01-17 05:00:00.000000 UTC,Outside,55721
2024-01-17 06:00:00.000000 UTC,Inside,18403
2024-01-17 06:00:00.000000 UTC,Outside,127297
2024-01-17 07:00:00.000000 UTC,Inside,41728
2024-01-17 07:00:00.000000 UTC,Outside,266187
2024-01-17 08:00:00.000000 UTC,Inside,69515
2024-01-17 08:00:00.000000 UTC,Outside,329833
2024-01-17 09:00:00.000000 UTC,Inside,45051
2024-01-17 09:00:00.000000 UTC,Outside,191944
2024-01-17 10:00:00.000000 UTC,Inside,26057
2024-01-17 10:00:00.000000 UTC,Outside,116506
2024-01-17 11:00:00.000000 UTC,Inside,23492
2024-01-17 11:00:00.000000 UTC,Outside,101300
2024-01-17 12:00:00.000000 UTC,Inside,26034
2024-01-17 12:00:00.000000 UTC,Outside,107975
2024-01-17 13:00:00.000000 UTC,Inside,29443
2024-01-17 13:00:00.000000 UTC,Outside,123530
2024-01-17 14:00:00.000000 UTC,Inside,38556
2024-01-17 14:00:00.000000 UTC,Outside,157474
2024-01-17 15:00:00.000000 UTC,Inside,52568
2024-01-17 15:00:00.000000 UTC,Outside,196436
2024-01-17 16:00:00.000000 UTC,Inside,71489
2024-01-17 16:00:00.000000 UTC,Outside,229348
2024-01-17 17:00:00.000000 UTC,Inside,107829
2024-01-17 17:00:00.000000 UTC,Outside,291037
2024-01-17 18:00:00.000000 UTC,Inside,78968
2024-01-17 18:00:00.000000 UTC,Outside,210253
2024-01-17 19:00:00.000000 UTC,Inside,43372
2024-01-17 19:00:00.000000 UTC,Outside,121401
2024-01-17 20:00:00.000000 UTC,Inside,28098
2024-01-17 20:00:00.000000 UTC,Outside,82540
2024-01-17 21:00:00.000000 UTC,Inside,23332
2024-01-17 21:00:00.000000 UTC,Outside,62225
2024-01-17 22:00:00.000000 UTC,Inside,20719
2024-01-17 22:00:00.000000 UTC,Outside,50514
2024-01-17 23:00:00.000000 UTC,Inside,9662
2024-01-17 23:00:00.000000 UTC,Outside,28259
2024-01-18 00:00:00.000000 UTC,Inside,5361
2024-01-18 00:00:00.000000 UTC,Outside,13500
2024-01-18 01:00:00.000000 UTC,Inside,1823
2024-01-18 01:00:00.000000 UTC,Outside,5063
2024-01-18 02:00:00.000000 UTC,Inside,884
2024-01-18 02:00:00.000000 UTC,Outside,3769
2024-01-18 03:00:00.000000 UTC,Inside,631
2024-01-18 03:00:00.000000 UTC,Outside,4884
2024-01-18 04:00:00.000000 UTC,Inside,1215
2024-01-18 04:00:00.000000 UTC,Outside,15773
2024-01-18 05:00:00.000000 UTC,Inside,6087
2024-01-18 05:00:00.000000 UTC,Outside,55786
2024-01-18 06:00:00.000000 UTC,Inside,17832
2024-01-18 06:00:00.000000 UTC,Outside,126207
2024-01-18 07:00:00.000000 UTC,Inside,41364
2024-01-18 07:00:00.000000 UTC,Outside,263492
2024-01-18 08:00:00.000000 UTC,Inside,66306
2024-01-18 08:00:00.000000 UTC,Outside,320342
2024-01-18 09:00:00.000000 UTC,Inside,44345
2024-01-18 09:00:00.000000 UTC,Outside,193466
2024-01-18 10:00:00.000000 UTC,Inside,25885
2024-01-18 10:00:00.000000 UTC,Outside,119321
2024-01-18 11:00:00.000000 UTC,Inside,24613
2024-01-18 11:00:00.000000 UTC,Outside,103884
2024-01-18 12:00:00.000000 UTC,Inside,26786
2024-01-18 12:00:00.000000 UTC,Outside,109719
2024-01-18 13:00:00.000000 UTC,Inside,30078
2024-01-18 13:00:00.000000 UTC,Outside,124289
2024-01-18 14:00:00.000000 UTC,Inside,39127
2024-01-18 14:00:00.000000 UTC,Outside,158398
2024-01-18 15:00:00.000000 UTC,Inside,54009
2024-01-18 15:00:00.000000 UTC,Outside,202886
2024-01-18 16:00:00.000000 UTC,Inside,70939
2024-01-18 16:00:00.000000 UTC,Outside,233837
2024-01-18 17:00:00.000000 UTC,Inside,103939
2024-01-18 17:00:00.000000 UTC,Outside,287892
2024-01-18 18:00:00.000000 UTC,Inside,78784
2024-01-18 18:00:00.000000 UTC,Outside,215338
2024-01-18 19:00:00.000000 UTC,Inside,44649
2024-01-18 19:00:00.000000 UTC,Outside,127944
2024-01-18 20:00:00.000000 UTC,Inside,30846
2024-01-18 20:00:00.000000 UTC,Outside,89423
2024-01-18 21:00:00.000000 UTC,Inside,26984
2024-01-18 21:00:00.000000 UTC,Outside,68505
2024-01-18 22:00:00.000000 UTC,Inside,21781
2024-01-18 22:00:00.000000 UTC,Outside,56246
2024-01-18 23:00:00.000000 UTC,Inside,11286
2024-01-18 23:00:00.000000 UTC,Outside,32891
2024-01-19 00:00:00.000000 UTC,Inside,6469
2024-01-19 00:00:00.000000 UTC,Outside,16048
2024-01-19 01:00:00.000000 UTC,Inside,2249
2024-01-19 01:00:00.000000 UTC,Outside,6441
2024-01-19 02:00:00.000000 UTC,Inside,1219
2024-01-19 02:00:00.000000 UTC,Outside,4284
2024-01-19 03:00:00.000000 UTC,Inside,884
2024-01-19 03:00:00.000000 UTC,Outside,5296
2024-01-19 04:00:00.000000 UTC,Inside,1239
2024-01-19 04:00:00.000000 UTC,Outside,15562
2024-01-19 05:00:00.000000 UTC,Inside,5639
2024-01-19 05:00:00.000000 UTC,Outside,53244
2024-01-19 06:00:00.000000 UTC,Inside,14824
2024-01-19 06:00:00.000000 UTC,Outside,114807
2024-01-19 07:00:00.000000 UTC,Inside,31605
2024-01-19 07:00:00.000000 UTC,Outside,225816
2024-01-19 08:00:00.000000 UTC,Inside,39690
2024-01-19 08:00:00.000000 UTC,Outside,235579
2024-01-19 09:00:00.000000 UTC,Inside,28103
2024-01-19 09:00:00.000000 UTC,Outside,145298
2024-01-19 10:00:00.000000 UTC,Inside,21782
2024-01-19 10:00:00.000000 UTC,Outside,105326
2024-01-19 11:00:00.000000 UTC,Inside,22698
2024-01-19 11:00:00.000000 UTC,Outside,98189
2024-01-19 12:00:00.000000 UTC,Inside,26532
2024-01-19 12:00:00.000000 UTC,Outside,108177
2024-01-19 13:00:00.000000 UTC,Inside,30690
2024-01-19 13:00:00.000000 UTC,Outside,125554
2024-01-19 14:00:00.000000 UTC,Inside,40477
2024-01-19 14:00:00.000000 UTC,Outside,162240
2024-01-19 15:00:00.000000 UTC,Inside,51377
2024-01-19 15:00:00.000000 UTC,Outside,197927
2024-01-19 16:00:00.000000 UTC,Inside,59113
2024-01-19 16:00:00.000000 UTC,Outside,205178
2024-01-19 17:00:00.000000 UTC,Inside,68124
2024-01-19 17:00:00.000000 UTC,Outside,218904
2024-01-19 18:00:00.000000 UTC,Inside,54578
2024-01-19 18:00:00.000000 UTC,Outside,172838
2024-01-19 19:00:00.000000 UTC,Inside,37760
2024-01-19 19:00:00.000000 UTC,Outside,117033
2024-01-19 20:00:00.000000 UTC,Inside,26929
2024-01-19 20:00:00.000000 UTC,Outside,82315
2024-01-19 21:00:00.000000 UTC,Inside,24058
2024-01-19 21:00:00.000000 UTC,Outside,67041
2024-01-19 22:00:00.000000 UTC,Inside,23410
2024-01-19 22:00:00.000000 UTC,Outside,58050
2024-01-19 23:00:00.000000 UTC,Inside,16315
2024-01-19 23:00:00.000000 UTC,Outside,42868
2024-01-20 00:00:00.000000 UTC,Inside,9946
2024-01-20 00:00:00.000000 UTC,Outside,23633
2024-01-20 01:00:00.000000 UTC,Inside,4519
2024-01-20 01:00:00.000000 UTC,Outside,11042
2024-01-20 02:00:00.000000 UTC,Inside,2416
2024-01-20 02:00:00.000000 UTC,Outside,6678
2024-01-20 03:00:00.000000 UTC,Inside,1272
2024-01-20 03:00:00.000000 UTC,Outside,5012
2024-01-20 04:00:00.000000 UTC,Inside,1153
2024-01-20 04:00:00.000000 UTC,Outside,8383
2024-01-20 05:00:00.000000 UTC,Inside,1625
2024-01-20 05:00:00.000000 UTC,Outside,17898
2024-01-20 06:00:00.000000 UTC,Inside,3874
2024-01-20 06:00:00.000000 UTC,Outside,34309
2024-01-20 07:00:00.000000 UTC,Inside,6544
2024-01-20 07:00:00.000000 UTC,Outside,52840
2024-01-20 08:00:00.000000 UTC,Inside,9567
2024-01-20 08:00:00.000000 UTC,Outside,66255
2024-01-20 09:00:00.000000 UTC,Inside,13004
2024-01-20 09:00:00.000000 UTC,Outside,74436
2024-01-20 10:00:00.000000 UTC,Inside,17094
2024-01-20 10:00:00.000000 UTC,Outside,82251
2024-01-20 11:00:00.000000 UTC,Inside,22488
2024-01-20 11:00:00.000000 UTC,Outside,92901
2024-01-20 12:00:00.000000 UTC,Inside,27027
2024-01-20 12:00:00.000000 UTC,Outside,106805
2024-01-20 13:00:00.000000 UTC,Inside,30456
2024-01-20 13:00:00.000000 UTC,Outside,116820
2024-01-20 14:00:00.000000 UTC,Inside,33407
2024-01-20 14:00:00.000000 UTC,Outside,123385
2024-01-20 15:00:00.000000 UTC,Inside,36654
2024-01-20 15:00:00.000000 UTC,Outside,129570
2024-01-20 16:00:00.000000 UTC,Inside,40601
2024-01-20 16:00:00.000000 UTC,Outside,127556
2024-01-20 17:00:00.000000 UTC,Inside,37968
2024-01-20 17:00:00.000000 UTC,Outside,120938
2024-01-20 18:00:00.000000 UTC,Inside,34218
2024-01-20 18:00:00.000000 UTC,Outside,106661
2024-01-20 19:00:00.000000 UTC,Inside,28595
2024-01-20 19:00:00.000000 UTC,Outside,87663
2024-01-20 20:00:00.000000 UTC,Inside,21055
2024-01-20 20:00:00.000000 UTC,Outside,64878
2024-01-20 21:00:00.000000 UTC,Inside,19165
2024-01-20 21:00:00.000000 UTC,Outside,53589
2024-01-20 22:00:00.000000 UTC,Inside,21283
2024-01-20 22:00:00.000000 UTC,Outside,49990
2024-01-20 23:00:00.000000 UTC,Inside,15369
2024-01-20 23:00:00.000000 UTC,Outside,37121
2024-01-21 00:00:00.000000 UTC,Inside,8919
2024-01-21 00:00:00.000000 UTC,Outside,21318
2024-01-21 01:00:00.000000 UTC,Inside,4693
2024-01-21 01:00:00.000000 UTC,Outside,10394
2024-01-21 02:00:00.000000 UTC,Inside,2376
2024-01-21 02:00:00.000000 UTC,Outside,6301
2024-01-21 03:00:00.000000 UTC,Inside,1417
2024-01-21 03:00:00.000000 UTC,Outside,4728
2024-01-21 04:00:00.000000 UTC,Inside,1206
2024-01-21 04:00:00.000000 UTC,Outside,6876
2024-01-21 05:00:00.000000 UTC,Inside,1208
2024-01-21 05:00:00.000000 UTC,Outside,13117
2024-01-21 06:00:00.000000 UTC,Inside,2861
2024-01-21 06:00:00.000000 UTC,Outside,24483
2024-01-21 07:00:00.000000 UTC,Inside,4643
2024-01-21 07:00:00.000000 UTC,Outside,35430
2024-01-21 08:00:00.000000 UTC,Inside,6831
2024-01-21 08:00:00.000000 UTC,Outside,45604
2024-01-21 09:00:00.000000 UTC,Inside,10683
2024-01-21 09:00:00.000000 UTC,Outside,58142
2024-01-21 10:00:00.000000 UTC,Inside,14868
2024-01-21 10:00:00.000000 UTC,Outside,70294
2024-01-21 11:00:00.000000 UTC,Inside,19460
2024-01-21 11:00:00.000000 UTC,Outside,79166
2024-01-21 12:00:00.000000 UTC,Inside,22699
2024-01-21 12:00:00.000000 UTC,Outside,89478
2024-01-21 13:00:00.000000 UTC,Inside,25920
2024-01-21 13:00:00.000000 UTC,Outside,99951
2024-01-21 14:00:00.000000 UTC,Inside,28462
2024-01-21 14:00:00.000000 UTC,Outside,105044
2024-01-21 15:00:00.000000 UTC,Inside,29944
2024-01-21 15:00:00.000000 UTC,Outside,103719
2024-01-21 16:00:00.000000 UTC,Inside,31347
2024-01-21 16:00:00.000000 UTC,Outside,100578
2024-01-21 17:00:00.000000 UTC,Inside,31936
2024-01-21 17:00:00.000000 UTC,Outside,95414
2024-01-21 18:00:00.000000 UTC,Inside,27338
2024-01-21 18:00:00.000000 UTC,Outside,81535
2024-01-21 19:00:00.000000 UTC,Inside,19382
2024-01-21 19:00:00.000000 UTC,Outside,58728
2024-01-21 20:00:00.000000 UTC,Inside,15237
2024-01-21 20:00:00.000000 UTC,Outside,45307
2024-01-21 21:00:00.000000 UTC,Inside,14145
2024-01-21 21:00:00.000000 UTC,Outside,40695
2024-01-21 22:00:00.000000 UTC,Inside,10681
2024-01-21 22:00:00.000000 UTC,Outside,32206
2024-01-21 23:00:00.000000 UTC,Inside,6402
2024-01-21 23:00:00.000000 UTC,Outside,19696
2024-01-22 00:00:00.000000 UTC,Inside,3161
2024-01-22 00:00:00.000000 UTC,Outside,9340
2024-01-22 01:00:00.000000 UTC,Inside,1282
2024-01-22 01:00:00.000000 UTC,Outside,3979
